H,P,User1,User2,User3,User4,User5,User6,User7,User8,User9,User10
H_5125.h5,P_5125.h5,0,1,1,1,0,0,0,1,0,0
H_5126.h5,P_5126.h5,0,0,0,0,1,1,0,1,0,1
H_5127.h5,P_5127.h5,0,1,0,1,1,0,1,0,0,0
H_5128.h5,P_5128.h5,1,1,1,0,0,0,0,0,0,1
H_5129.h5,P_5129.h5,1,1,0,0,0,0,1,0,1,0
H_5130.h5,P_5130.h5,0,1,0,0,1,0,0,1,1,0
H_5131.h5,P_5131.h5,0,1,0,1,0,1,0,1,0,0
H_5132.h5,P_5132.h5,1,0,0,0,1,0,1,0,0,1
H_5133.h5,P_5133.h5,1,1,0,0,0,0,0,0,0,1
H_5134.h5,P_5134.h5,0,0,0,0,1,1,1,0,1,0
H_5135.h5,P_5135.h5,0,0,0,0,1,1,0,1,0,1
H_5136.h5,P_5136.h5,1,0,1,0,1,1,0,0,0,0
H_5137.h5,P_5137.h5,1,0,0,1,0,1,0,0,0,1
H_5138.h5,P_5138.h5,1,0,1,0,1,0,0,0,0,1
H_5139.h5,P_5139.h5,0,1,0,0,1,0,1,1,0,0
H_5140.h5,P_5140.h5,1,0,0,0,1,1,0,0,1,0
H_5141.h5,P_5141.h5,0,1,0,0,1,1,0,0,0,0
H_5142.h5,P_5142.h5,0,0,1,1,1,0,0,1,0,0
H_5143.h5,P_5143.h5,0,0,0,1,0,0,1,1,0,1
H_5144.h5,P_5144.h5,1,0,1,1,0,0,0,0,1,0
H_5145.h5,P_5145.h5,1,1,0,1,0,0,1,0,0,0
H_5146.h5,P_5146.h5,0,1,0,1,0,0,1,0,1,0
H_5147.h5,P_5147.h5,0,1,1,0,0,0,1,0,0,1
H_5148.h5,P_5148.h5,1,0,0,1,0,0,0,1,1,0
H_5149.h5,P_5149.h5,1,1,0,0,0,0,0,0,1,0
H_5150.h5,P_5150.h5,0,1,1,0,1,1,0,0,0,0
H_5151.h5,P_5151.h5,0,1,0,0,1,0,0,0,1,0
H_5152.h5,P_5152.h5,1,0,0,1,0,1,0,0,1,0
H_5153.h5,P_5153.h5,1,0,1,1,1,0,0,0,0,0
H_5154.h5,P_5154.h5,0,1,1,0,1,0,0,1,0,0
H_5155.h5,P_5155.h5,1,0,1,0,1,1,0,0,0,0
H_5156.h5,P_5156.h5,0,0,1,0,1,0,0,1,0,1
H_5157.h5,P_5157.h5,0,1,1,0,0,0,1,0,1,0
H_5158.h5,P_5158.h5,0,1,1,0,1,0,0,0,0,1
H_5159.h5,P_5159.h5,0,0,1,0,1,0,0,1,0,0
H_5160.h5,P_5160.h5,0,1,0,0,0,1,0,0,1,1
H_5161.h5,P_5161.h5,1,0,0,1,1,0,0,0,0,1
H_5162.h5,P_5162.h5,1,0,0,1,1,0,1,0,0,0
H_5163.h5,P_5163.h5,1,1,0,1,1,0,0,0,0,0
H_5164.h5,P_5164.h5,0,0,0,0,1,0,1,0,1,0
H_5165.h5,P_5165.h5,1,0,1,0,0,0,0,1,0,1
H_5166.h5,P_5166.h5,0,1,0,1,0,0,0,1,0,1
H_5167.h5,P_5167.h5,0,1,0,1,1,0,1,0,0,0
H_5168.h5,P_5168.h5,0,0,1,0,1,1,0,0,0,1
H_5169.h5,P_5169.h5,0,0,0,0,1,0,1,1,0,1
H_5170.h5,P_5170.h5,0,0,1,0,1,1,0,1,0,0
H_5171.h5,P_5171.h5,1,1,0,0,0,0,0,1,0,1
H_5172.h5,P_5172.h5,1,1,0,0,0,0,0,0,1,1
H_5173.h5,P_5173.h5,0,0,1,0,0,0,0,1,1,1
H_5174.h5,P_5174.h5,1,0,1,0,0,0,1,0,1,0
H_5175.h5,P_5175.h5,0,0,0,0,1,0,1,0,1,0
H_5176.h5,P_5176.h5,0,1,0,1,0,1,0,0,1,0
H_5177.h5,P_5177.h5,0,1,0,0,0,1,1,0,1,0
H_5178.h5,P_5178.h5,0,1,1,0,0,0,1,1,0,0
H_5179.h5,P_5179.h5,0,0,0,1,1,0,0,1,0,1
H_5180.h5,P_5180.h5,1,0,0,1,0,0,0,1,0,0
H_5181.h5,P_5181.h5,1,1,1,1,0,0,0,0,0,0
H_5182.h5,P_5182.h5,0,0,1,0,0,1,1,1,0,0
H_5183.h5,P_5183.h5,0,0,1,1,0,0,1,0,1,0
H_5184.h5,P_5184.h5,0,1,1,0,0,0,1,0,0,1
H_5185.h5,P_5185.h5,0,0,0,0,0,1,1,0,1,1
H_5186.h5,P_5186.h5,0,1,1,0,0,0,0,0,0,1
H_5187.h5,P_5187.h5,0,0,1,0,0,0,1,1,1,0
H_5188.h5,P_5188.h5,0,0,0,0,1,1,0,1,1,0
H_5189.h5,P_5189.h5,0,1,0,1,1,1,0,0,0,0
H_5190.h5,P_5190.h5,0,0,0,0,1,0,1,0,1,1
H_5191.h5,P_5191.h5,1,1,0,0,1,0,0,0,1,0
H_5192.h5,P_5192.h5,0,0,0,1,1,1,0,0,0,1
H_5193.h5,P_5193.h5,0,0,1,1,0,0,1,0,1,0
H_5194.h5,P_5194.h5,1,0,0,1,0,1,1,0,0,0
H_5195.h5,P_5195.h5,0,1,1,0,1,0,1,0,0,0
H_5196.h5,P_5196.h5,1,0,0,1,0,0,1,0,1,0
H_5197.h5,P_5197.h5,0,0,0,1,0,1,1,0,0,1
H_5198.h5,P_5198.h5,1,1,0,1,0,1,0,0,0,0
H_5199.h5,P_5199.h5,0,0,0,1,1,0,0,0,1,0
H_5200.h5,P_5200.h5,1,0,1,0,0,0,0,1,0,1
H_5201.h5,P_5201.h5,0,1,0,1,0,0,1,0,1,0
H_5202.h5,P_5202.h5,0,1,0,0,1,0,0,0,0,1
H_5203.h5,P_5203.h5,1,1,1,0,1,0,0,0,0,0
H_5204.h5,P_5204.h5,0,1,0,0,1,0,0,1,0,1
H_5205.h5,P_5205.h5,0,1,0,0,0,1,1,1,0,0
H_5206.h5,P_5206.h5,1,0,0,1,0,1,0,1,0,0
H_5207.h5,P_5207.h5,1,1,0,1,0,0,0,0,1,0
H_5208.h5,P_5208.h5,0,0,0,0,0,1,1,1,1,0
H_5209.h5,P_5209.h5,1,0,0,0,0,0,1,1,0,1
H_5210.h5,P_5210.h5,0,0,1,1,0,0,1,0,0,1
H_5211.h5,P_5211.h5,0,0,0,0,0,1,0,1,1,1
H_5212.h5,P_5212.h5,0,0,1,0,0,1,0,0,1,1
H_5213.h5,P_5213.h5,0,0,0,0,1,0,1,1,0,1
H_5214.h5,P_5214.h5,1,0,1,0,0,0,0,1,0,1
H_5215.h5,P_5215.h5,0,1,0,0,1,0,0,0,0,1
H_5216.h5,P_5216.h5,1,1,0,0,0,0,1,1,0,0
H_5217.h5,P_5217.h5,0,1,0,1,1,0,0,1,0,0
H_5218.h5,P_5218.h5,0,1,0,1,0,0,1,0,1,0
H_5219.h5,P_5219.h5,1,1,0,0,1,0,0,0,1,0
H_5220.h5,P_5220.h5,1,0,0,0,1,1,0,1,0,0
H_5221.h5,P_5221.h5,0,0,0,1,1,0,1,0,1,0
H_5222.h5,P_5222.h5,0,0,0,1,0,0,0,1,1,1
H_5223.h5,P_5223.h5,0,1,0,0,1,0,0,1,0,1
H_5224.h5,P_5224.h5,1,0,0,1,1,0,1,0,0,0
H_5225.h5,P_5225.h5,0,0,1,0,1,0,0,1,1,0
H_5226.h5,P_5226.h5,0,1,1,0,0,0,0,0,1,1
H_5227.h5,P_5227.h5,1,1,0,1,0,0,0,0,0,0
H_5228.h5,P_5228.h5,0,0,1,0,1,0,0,0,1,1
H_5229.h5,P_5229.h5,0,1,1,0,0,1,0,0,0,0
H_5230.h5,P_5230.h5,1,0,0,1,0,1,0,0,1,0
H_5231.h5,P_5231.h5,1,0,1,0,1,0,0,0,1,0
H_5232.h5,P_5232.h5,0,0,0,1,0,1,0,1,1,0
H_5233.h5,P_5233.h5,0,0,1,0,0,0,1,0,0,1
H_5234.h5,P_5234.h5,0,1,1,0,0,0,0,0,0,1
H_5235.h5,P_5235.h5,1,0,0,0,0,1,1,0,0,0
H_5236.h5,P_5236.h5,1,0,0,0,0,1,0,0,1,1
H_5237.h5,P_5237.h5,1,0,1,0,0,0,1,0,0,0
H_5238.h5,P_5238.h5,0,1,1,0,0,0,0,0,1,0
H_5239.h5,P_5239.h5,0,0,0,0,1,1,1,1,0,0
H_5240.h5,P_5240.h5,1,0,0,0,0,0,1,1,0,0
H_5241.h5,P_5241.h5,1,0,0,0,0,1,1,0,0,1
H_5242.h5,P_5242.h5,0,1,1,0,1,0,0,1,0,0
H_5243.h5,P_5243.h5,0,1,1,0,0,0,0,0,1,1
H_5244.h5,P_5244.h5,0,0,0,1,0,1,1,1,0,0
H_5245.h5,P_5245.h5,0,1,0,1,0,0,0,1,0,0
H_5246.h5,P_5246.h5,1,0,0,0,1,1,0,1,0,0
H_5247.h5,P_5247.h5,0,0,0,1,1,0,0,0,1,1
H_5248.h5,P_5248.h5,1,0,1,1,0,0,0,0,1,0
H_5249.h5,P_5249.h5,0,1,0,0,0,0,1,1,0,1
H_5250.h5,P_5250.h5,1,1,0,1,0,1,0,0,0,0
H_5251.h5,P_5251.h5,1,0,0,0,1,0,1,0,0,1
H_5252.h5,P_5252.h5,1,0,1,1,0,0,0,0,0,1
H_5253.h5,P_5253.h5,0,1,0,1,1,1,0,0,0,0
H_5254.h5,P_5254.h5,0,1,1,1,0,0,0,0,0,0
H_5255.h5,P_5255.h5,0,0,0,0,0,1,1,0,1,0
H_5256.h5,P_5256.h5,0,0,1,0,0,0,1,0,1,1
H_5257.h5,P_5257.h5,1,0,0,1,0,0,1,0,1,0
H_5258.h5,P_5258.h5,1,0,0,1,0,1,1,0,0,0
H_5259.h5,P_5259.h5,0,0,0,0,1,0,1,0,1,1
H_5260.h5,P_5260.h5,0,1,0,1,0,1,0,0,0,0
H_5261.h5,P_5261.h5,1,0,1,0,0,0,1,0,0,1
H_5262.h5,P_5262.h5,0,1,0,0,0,1,0,0,1,1
H_5263.h5,P_5263.h5,0,1,0,0,1,1,0,0,0,1
H_5264.h5,P_5264.h5,0,0,0,0,1,0,1,1,0,1
H_5265.h5,P_5265.h5,0,0,0,0,0,1,1,0,1,1
H_5266.h5,P_5266.h5,1,0,0,0,0,1,1,0,0,0
H_5267.h5,P_5267.h5,0,0,1,0,0,0,1,1,0,1
H_5268.h5,P_5268.h5,1,0,0,0,1,0,1,1,0,0
H_5269.h5,P_5269.h5,0,0,1,0,0,0,1,0,1,0
H_5270.h5,P_5270.h5,0,1,0,1,0,0,0,0,1,0
H_5271.h5,P_5271.h5,1,0,1,0,0,0,0,0,1,1
H_5272.h5,P_5272.h5,0,0,1,0,0,1,1,0,0,1
H_5273.h5,P_5273.h5,1,0,1,1,1,0,0,0,0,0
H_5274.h5,P_5274.h5,0,1,1,0,0,0,1,0,0,0
H_5275.h5,P_5275.h5,0,0,1,1,0,0,0,0,0,1
H_5276.h5,P_5276.h5,0,0,1,0,0,1,1,0,0,0
H_5277.h5,P_5277.h5,0,0,1,1,0,1,0,1,0,0
H_5278.h5,P_5278.h5,0,0,0,1,0,1,0,1,0,1
H_5279.h5,P_5279.h5,0,1,0,1,1,0,1,0,0,0
H_5280.h5,P_5280.h5,0,0,1,0,0,1,1,0,1,0
H_5281.h5,P_5281.h5,1,1,0,0,0,0,0,1,1,0
H_5282.h5,P_5282.h5,1,0,0,1,0,1,0,0,1,0
H_5283.h5,P_5283.h5,0,0,1,0,1,1,0,0,0,0
H_5284.h5,P_5284.h5,1,0,0,1,0,0,1,0,1,0
H_5285.h5,P_5285.h5,1,1,1,0,0,1,0,0,0,0
H_5286.h5,P_5286.h5,1,0,0,0,1,1,0,1,0,0
H_5287.h5,P_5287.h5,1,0,1,0,0,0,0,1,1,0
H_5288.h5,P_5288.h5,0,1,1,1,0,1,0,0,0,0
H_5289.h5,P_5289.h5,0,0,0,0,1,0,1,0,0,1
H_5290.h5,P_5290.h5,1,0,0,0,0,1,1,0,0,1
H_5291.h5,P_5291.h5,1,0,0,1,1,0,1,0,0,0
H_5292.h5,P_5292.h5,1,0,0,1,0,1,0,0,1,0
H_5293.h5,P_5293.h5,1,0,1,1,0,0,0,0,0,1
H_5294.h5,P_5294.h5,1,1,0,0,1,1,0,0,0,0
H_5295.h5,P_5295.h5,1,0,0,0,0,1,0,0,0,1
H_5296.h5,P_5296.h5,1,1,0,1,0,0,0,0,0,1
H_5297.h5,P_5297.h5,1,1,1,0,0,1,0,0,0,0
H_5298.h5,P_5298.h5,0,0,1,0,0,0,0,1,0,1
H_5299.h5,P_5299.h5,0,0,1,0,1,1,0,0,1,0
H_5300.h5,P_5300.h5,0,1,1,1,0,0,0,0,0,1
H_5301.h5,P_5301.h5,0,1,0,1,0,0,0,1,0,1
H_5302.h5,P_5302.h5,0,0,0,1,1,0,0,0,1,1
H_5303.h5,P_5303.h5,1,1,0,0,0,0,1,1,0,0
H_5304.h5,P_5304.h5,0,1,0,0,1,1,1,0,0,0
H_5305.h5,P_5305.h5,1,0,0,1,1,1,0,0,0,0
H_5306.h5,P_5306.h5,0,1,0,0,0,0,1,0,0,1
H_5307.h5,P_5307.h5,0,0,1,0,0,0,0,0,1,1
H_5308.h5,P_5308.h5,0,1,0,0,0,1,1,0,1,0
H_5309.h5,P_5309.h5,1,0,0,0,1,0,0,0,1,1
H_5310.h5,P_5310.h5,0,0,1,0,0,1,1,0,0,0
H_5311.h5,P_5311.h5,1,0,1,0,0,1,1,0,0,0
H_5312.h5,P_5312.h5,0,0,1,0,0,0,0,1,1,0
H_5313.h5,P_5313.h5,0,1,0,0,0,0,0,1,1,0
H_5314.h5,P_5314.h5,0,1,0,1,1,0,0,0,0,1
H_5315.h5,P_5315.h5,1,0,1,0,0,0,0,1,1,0
H_5316.h5,P_5316.h5,1,0,1,0,0,0,0,0,1,1
H_5317.h5,P_5317.h5,0,0,0,1,0,1,1,0,1,0
H_5318.h5,P_5318.h5,0,0,0,0,1,0,0,1,1,1
H_5319.h5,P_5319.h5,0,1,0,0,0,0,1,1,0,1
H_5320.h5,P_5320.h5,1,0,0,0,0,1,0,0,0,1
H_5321.h5,P_5321.h5,0,1,0,1,1,1,0,0,0,0
H_5322.h5,P_5322.h5,0,1,0,1,1,0,0,1,0,0
H_5323.h5,P_5323.h5,1,0,0,0,0,1,0,0,0,1
H_5324.h5,P_5324.h5,0,0,1,0,1,1,0,0,1,0
H_5325.h5,P_5325.h5,1,0,1,0,0,0,0,0,1,1
H_5326.h5,P_5326.h5,1,1,1,0,0,0,0,1,0,0
H_5327.h5,P_5327.h5,0,0,0,1,1,1,0,0,0,1
H_5328.h5,P_5328.h5,1,0,1,0,1,0,1,0,0,0
H_5329.h5,P_5329.h5,0,0,0,0,0,1,1,0,1,1
H_5330.h5,P_5330.h5,1,0,0,0,1,0,1,1,0,0
H_5331.h5,P_5331.h5,1,1,0,0,0,0,1,0,0,0
H_5332.h5,P_5332.h5,1,1,0,0,0,0,1,0,0,1
H_5333.h5,P_5333.h5,0,1,0,1,1,0,1,0,0,0
H_5334.h5,P_5334.h5,1,1,1,0,1,0,0,0,0,0
H_5335.h5,P_5335.h5,0,1,0,0,0,0,1,1,0,0
H_5336.h5,P_5336.h5,0,1,0,0,1,0,0,0,1,1
H_5337.h5,P_5337.h5,0,0,0,0,0,0,1,1,0,1
H_5338.h5,P_5338.h5,0,0,1,1,0,0,1,0,0,0
H_5339.h5,P_5339.h5,1,0,0,0,0,1,1,1,0,0
H_5340.h5,P_5340.h5,0,1,0,1,1,0,0,0,1,0
H_5341.h5,P_5341.h5,1,1,0,0,0,1,0,0,0,0
H_5342.h5,P_5342.h5,1,1,0,0,0,0,0,1,1,0
H_5343.h5,P_5343.h5,0,1,0,1,1,0,0,1,0,0
H_5344.h5,P_5344.h5,0,1,0,0,0,1,1,0,0,1
H_5345.h5,P_5345.h5,0,1,0,1,0,0,0,1,0,0
H_5346.h5,P_5346.h5,0,0,1,1,0,0,0,1,0,1
H_5347.h5,P_5347.h5,0,0,0,1,1,0,0,0,0,1
H_5348.h5,P_5348.h5,1,0,1,1,0,0,1,0,0,0
H_5349.h5,P_5349.h5,1,1,0,0,1,0,1,0,0,0
H_5350.h5,P_5350.h5,0,0,0,1,1,0,1,0,1,0
H_5351.h5,P_5351.h5,0,1,1,0,0,1,1,0,0,0
H_5352.h5,P_5352.h5,0,1,0,1,0,1,0,0,1,0
H_5353.h5,P_5353.h5,1,0,1,0,0,0,0,1,0,1
H_5354.h5,P_5354.h5,1,1,0,0,0,0,1,0,1,0
H_5355.h5,P_5355.h5,1,0,0,1,0,0,0,0,1,0
H_5356.h5,P_5356.h5,1,0,0,0,1,1,0,0,0,1
H_5357.h5,P_5357.h5,0,0,1,0,0,1,1,0,1,0
H_5358.h5,P_5358.h5,0,0,0,0,0,1,1,1,1,0
H_5359.h5,P_5359.h5,0,1,0,0,1,0,1,0,0,1
H_5360.h5,P_5360.h5,0,0,1,1,0,1,0,0,0,1
H_5361.h5,P_5361.h5,0,0,0,0,1,1,1,0,1,0
H_5362.h5,P_5362.h5,1,0,0,0,1,0,0,1,1,0
H_5363.h5,P_5363.h5,0,0,1,0,0,0,1,0,0,1
H_5364.h5,P_5364.h5,0,0,0,1,1,1,1,0,0,0
H_5365.h5,P_5365.h5,0,1,0,0,1,0,0,0,1,1
H_5366.h5,P_5366.h5,1,0,1,0,1,0,1,0,0,0
H_5367.h5,P_5367.h5,0,1,0,1,0,0,0,1,0,1
H_5368.h5,P_5368.h5,0,0,0,1,0,0,1,1,0,1
H_5369.h5,P_5369.h5,1,0,1,0,0,0,1,1,0,0
H_5370.h5,P_5370.h5,0,0,1,0,1,0,1,1,0,0
H_5371.h5,P_5371.h5,0,1,0,0,1,0,0,1,0,1
H_5372.h5,P_5372.h5,0,0,0,1,1,0,0,0,0,1
H_5373.h5,P_5373.h5,0,1,0,0,1,0,0,0,1,1
H_5374.h5,P_5374.h5,1,0,0,0,1,1,0,0,1,0
H_5375.h5,P_5375.h5,0,1,1,0,1,0,1,0,0,0
H_5376.h5,P_5376.h5,0,0,0,0,1,0,1,0,0,1
H_5377.h5,P_5377.h5,0,0,0,1,0,0,1,0,1,0
H_5378.h5,P_5378.h5,0,0,0,0,1,1,0,1,1,0
H_5379.h5,P_5379.h5,0,1,1,1,1,0,0,0,0,0
H_5380.h5,P_5380.h5,1,0,1,1,0,0,0,0,0,0
H_5381.h5,P_5381.h5,1,0,1,1,0,0,0,0,0,1
H_5382.h5,P_5382.h5,0,1,0,0,0,1,0,1,0,0
H_5383.h5,P_5383.h5,1,0,0,0,1,0,0,1,0,1
H_5384.h5,P_5384.h5,1,0,1,0,0,0,1,1,0,0
H_5385.h5,P_5385.h5,1,0,0,0,1,1,0,1,0,0
H_5386.h5,P_5386.h5,0,0,1,0,0,0,1,1,1,0
H_5387.h5,P_5387.h5,0,1,1,1,0,0,0,1,0,0
H_5388.h5,P_5388.h5,0,1,0,1,0,1,0,0,1,0
H_5389.h5,P_5389.h5,0,1,0,0,0,0,0,1,1,1
H_5390.h5,P_5390.h5,1,0,0,0,1,0,1,0,0,0
H_5391.h5,P_5391.h5,0,0,1,0,0,1,1,0,1,0
H_5392.h5,P_5392.h5,0,1,0,1,1,1,0,0,0,0
H_5393.h5,P_5393.h5,1,0,0,0,1,1,0,0,0,1
H_5394.h5,P_5394.h5,0,1,1,0,1,0,0,1,0,0
H_5395.h5,P_5395.h5,0,1,0,1,0,0,0,0,1,0
H_5396.h5,P_5396.h5,0,0,1,0,1,0,0,1,0,1
H_5397.h5,P_5397.h5,0,0,1,0,1,0,1,0,1,0
H_5398.h5,P_5398.h5,0,0,1,1,0,1,0,1,0,0
H_5399.h5,P_5399.h5,0,0,1,1,0,0,1,1,0,0
H_5400.h5,P_5400.h5,0,0,1,0,0,0,1,0,1,0
H_5401.h5,P_5401.h5,0,0,1,0,1,0,0,0,1,1
H_5402.h5,P_5402.h5,0,1,0,0,1,0,1,0,0,1
H_5403.h5,P_5403.h5,0,0,1,0,0,0,1,0,0,1
H_5404.h5,P_5404.h5,0,0,0,0,1,1,0,1,0,0
H_5405.h5,P_5405.h5,0,0,0,1,1,1,0,0,1,0
H_5406.h5,P_5406.h5,0,1,0,1,1,0,1,0,0,0
H_5407.h5,P_5407.h5,1,0,0,1,0,0,0,0,1,1
H_5408.h5,P_5408.h5,1,1,0,0,0,0,1,0,1,0
H_5409.h5,P_5409.h5,1,1,0,1,0,0,1,0,0,0
H_5410.h5,P_5410.h5,0,1,1,0,0,0,0,1,0,1
H_5411.h5,P_5411.h5,0,0,1,1,0,0,0,0,1,0
H_5412.h5,P_5412.h5,1,0,0,0,1,1,0,0,0,1
H_5413.h5,P_5413.h5,0,0,0,0,1,0,1,1,0,1
H_5414.h5,P_5414.h5,0,0,1,0,1,0,1,1,0,0
H_5415.h5,P_5415.h5,1,0,0,0,1,0,0,1,1,0
H_5416.h5,P_5416.h5,0,0,1,0,0,1,1,1,0,0
H_5417.h5,P_5417.h5,1,1,0,0,0,0,0,1,0,0
H_5418.h5,P_5418.h5,1,0,0,0,1,0,1,1,0,0
H_5419.h5,P_5419.h5,0,0,1,0,1,0,1,0,1,0
H_5420.h5,P_5420.h5,0,1,0,1,1,0,0,0,1,0
H_5421.h5,P_5421.h5,1,0,1,1,0,0,0,1,0,0
H_5422.h5,P_5422.h5,1,0,0,0,1,0,0,0,0,1
H_5423.h5,P_5423.h5,1,0,1,1,0,0,0,1,0,0
H_5424.h5,P_5424.h5,0,0,0,1,1,1,1,0,0,0
H_5425.h5,P_5425.h5,0,1,0,1,0,0,0,1,0,1
H_5426.h5,P_5426.h5,1,0,0,1,0,0,0,0,1,0
H_5427.h5,P_5427.h5,1,1,0,1,0,0,0,1,0,0
H_5428.h5,P_5428.h5,0,1,1,0,1,1,0,0,0,0
H_5429.h5,P_5429.h5,0,1,0,1,1,0,0,0,0,0
H_5430.h5,P_5430.h5,0,1,0,0,1,0,1,0,0,1
H_5431.h5,P_5431.h5,0,1,1,1,0,0,0,0,1,0
H_5432.h5,P_5432.h5,0,1,0,0,0,0,1,1,1,0
H_5433.h5,P_5433.h5,0,1,1,0,1,0,0,0,1,0
H_5434.h5,P_5434.h5,0,0,0,1,1,0,0,0,1,1
H_5435.h5,P_5435.h5,0,0,0,1,0,0,0,1,1,1
H_5436.h5,P_5436.h5,0,1,0,0,1,0,0,1,0,1
H_5437.h5,P_5437.h5,1,0,0,0,1,1,1,0,0,0
H_5438.h5,P_5438.h5,0,0,0,1,1,0,0,1,0,1
H_5439.h5,P_5439.h5,0,1,0,0,0,0,1,1,0,1
H_5440.h5,P_5440.h5,0,0,0,1,1,0,0,1,1,0
H_5441.h5,P_5441.h5,0,0,1,0,1,0,1,0,0,1
H_5442.h5,P_5442.h5,0,0,0,0,1,0,1,1,1,0
H_5443.h5,P_5443.h5,0,1,1,0,0,1,1,0,0,0
H_5444.h5,P_5444.h5,1,0,0,0,1,0,1,0,0,1
H_5445.h5,P_5445.h5,1,1,0,1,1,0,0,0,0,0
H_5446.h5,P_5446.h5,1,0,0,0,0,1,1,0,0,0
H_5447.h5,P_5447.h5,0,1,1,0,0,1,0,0,0,1
H_5448.h5,P_5448.h5,1,1,1,0,1,0,0,0,0,0
H_5449.h5,P_5449.h5,0,0,1,0,1,0,0,1,0,1
H_5450.h5,P_5450.h5,0,0,1,1,1,1,0,0,0,0
H_5451.h5,P_5451.h5,1,0,0,0,0,1,1,1,0,0
H_5452.h5,P_5452.h5,0,1,0,0,1,0,1,1,0,0
H_5453.h5,P_5453.h5,0,1,0,0,0,1,1,0,1,0
H_5454.h5,P_5454.h5,1,0,1,1,0,1,0,0,0,0
H_5455.h5,P_5455.h5,0,1,0,0,1,0,1,0,1,0
H_5456.h5,P_5456.h5,0,0,0,1,1,0,1,0,0,1
H_5457.h5,P_5457.h5,0,1,1,0,1,0,1,0,0,0
H_5458.h5,P_5458.h5,1,0,1,0,1,0,1,0,0,0
H_5459.h5,P_5459.h5,0,1,0,0,0,1,1,1,0,0
H_5460.h5,P_5460.h5,1,0,1,1,0,0,0,1,0,0
H_5461.h5,P_5461.h5,0,1,0,0,1,0,0,0,1,1
H_5462.h5,P_5462.h5,0,1,1,1,0,0,0,0,0,1
H_5463.h5,P_5463.h5,0,0,1,1,1,0,1,0,0,0
H_5464.h5,P_5464.h5,1,0,0,0,1,1,0,0,1,0
H_5465.h5,P_5465.h5,1,0,1,1,1,0,0,0,0,0
H_5466.h5,P_5466.h5,0,0,1,0,0,0,0,1,1,0
H_5467.h5,P_5467.h5,0,1,0,0,1,1,0,1,0,0
H_5468.h5,P_5468.h5,1,1,1,0,1,0,0,0,0,0
H_5469.h5,P_5469.h5,1,0,0,1,0,0,0,0,1,1
H_5470.h5,P_5470.h5,0,1,0,0,1,0,1,0,0,0
H_5471.h5,P_5471.h5,1,1,1,0,0,0,0,0,0,1
H_5472.h5,P_5472.h5,0,0,1,0,1,0,0,0,1,1
H_5473.h5,P_5473.h5,0,0,0,1,1,0,0,0,0,1
H_5474.h5,P_5474.h5,0,0,0,1,0,0,0,1,1,1
H_5475.h5,P_5475.h5,0,0,1,1,0,1,0,0,0,0
H_5476.h5,P_5476.h5,0,0,0,1,0,0,0,1,0,1
H_5477.h5,P_5477.h5,0,1,1,0,1,0,0,1,0,0
H_5478.h5,P_5478.h5,0,0,1,1,0,0,1,1,0,0
H_5479.h5,P_5479.h5,0,0,0,1,1,0,0,1,1,0
H_5480.h5,P_5480.h5,0,0,0,1,0,0,1,1,1,0
H_5481.h5,P_5481.h5,0,0,0,1,0,1,1,1,0,0
H_5482.h5,P_5482.h5,0,1,0,1,0,1,1,0,0,0
H_5483.h5,P_5483.h5,0,0,1,0,0,0,1,1,1,0
H_5484.h5,P_5484.h5,1,0,0,1,1,0,0,1,0,0
H_5485.h5,P_5485.h5,1,0,1,0,0,0,0,1,1,0
H_5486.h5,P_5486.h5,0,0,0,0,0,1,0,1,1,1
H_5487.h5,P_5487.h5,1,1,0,0,1,0,0,0,0,1
H_5488.h5,P_5488.h5,0,0,0,0,1,0,1,1,1,0
H_5489.h5,P_5489.h5,1,1,0,1,0,0,0,0,0,1
H_5490.h5,P_5490.h5,1,0,1,1,0,0,1,0,0,0
H_5491.h5,P_5491.h5,1,1,0,1,0,0,0,1,0,0
H_5492.h5,P_5492.h5,0,1,0,0,0,0,0,1,1,1
H_5493.h5,P_5493.h5,0,0,0,1,0,1,1,1,0,0
H_5494.h5,P_5494.h5,1,1,0,0,0,0,1,1,0,0
H_5495.h5,P_5495.h5,1,0,0,1,0,0,0,1,0,0
H_5496.h5,P_5496.h5,1,0,1,1,1,0,0,0,0,0
H_5497.h5,P_5497.h5,0,0,0,1,1,1,0,0,1,0
H_5498.h5,P_5498.h5,0,1,0,0,0,0,0,1,1,1
H_5499.h5,P_5499.h5,1,0,0,1,0,0,0,1,1,0
H_5500.h5,P_5500.h5,1,0,0,1,0,1,0,0,1,0
H_5501.h5,P_5501.h5,1,0,1,0,0,0,0,1,0,0
H_5502.h5,P_5502.h5,1,1,0,0,0,0,1,0,1,0
H_5503.h5,P_5503.h5,0,1,0,1,0,0,1,1,0,0
H_5504.h5,P_5504.h5,0,0,0,1,1,0,1,0,0,1
H_5505.h5,P_5505.h5,1,1,0,0,0,0,0,0,1,1
H_5506.h5,P_5506.h5,1,0,0,0,0,1,1,0,0,0
H_5507.h5,P_5507.h5,1,1,1,0,0,1,0,0,0,0
H_5508.h5,P_5508.h5,1,1,0,0,0,1,1,0,0,0
H_5509.h5,P_5509.h5,0,1,0,1,0,0,1,0,1,0
H_5510.h5,P_5510.h5,1,0,1,0,1,0,0,0,1,0
H_5511.h5,P_5511.h5,0,1,1,0,0,0,1,0,1,0
