,H,P,User1,User2,User3,User4,User5,User6,User7,User8,User9,User10,sum_rate
633,H_634.h5,P_634.h5,1,1,0,0,0,0,0,1,0,0,17.384269957573252
634,H_635.h5,P_635.h5,0,0,0,0,1,1,1,0,1,0,18.604474462712062
635,H_636.h5,P_636.h5,0,0,1,0,0,1,1,0,0,1,30.26981657730345
636,H_637.h5,P_637.h5,1,0,0,0,0,1,1,1,0,0,30.25766798574613
637,H_638.h5,P_638.h5,0,0,0,1,1,0,1,0,1,0,19.421858184731473
638,H_639.h5,P_639.h5,0,0,0,1,0,0,1,0,1,0,18.26316077780374
639,H_640.h5,P_640.h5,0,0,0,1,0,0,0,1,1,1,26.392092346111287
640,H_641.h5,P_641.h5,0,0,1,1,0,0,1,0,0,1,29.386340006363987
641,H_642.h5,P_642.h5,0,0,0,0,1,1,0,0,0,1,14.01721430244448
642,H_643.h5,P_643.h5,0,0,0,0,0,1,0,1,1,1,30.545905116244292
643,H_644.h5,P_644.h5,0,1,1,0,0,0,0,1,0,0,18.20203568748301
644,H_645.h5,P_645.h5,1,1,0,0,1,0,0,0,1,0,10.951778333656051
645,H_646.h5,P_646.h5,0,1,0,0,0,0,1,0,1,1,28.82342603055867
646,H_647.h5,P_647.h5,0,0,1,1,0,0,1,1,0,0,20.06482350292948
647,H_648.h5,P_648.h5,0,0,1,1,0,0,0,0,1,1,24.546584835391954
648,H_649.h5,P_649.h5,0,1,0,1,0,0,0,0,1,1,10.869024652666674
649,H_650.h5,P_650.h5,1,1,0,0,0,0,0,1,1,0,11.770636251640784
650,H_651.h5,P_651.h5,0,0,1,0,1,0,0,0,1,0,23.05813654848686
651,H_652.h5,P_652.h5,0,0,0,0,1,1,0,1,0,1,25.871108468070595
652,H_653.h5,P_653.h5,0,0,1,1,0,0,1,0,0,1,19.668133722537426
653,H_654.h5,P_654.h5,1,0,1,0,0,0,1,1,0,0,26.74792696620446
654,H_655.h5,P_655.h5,0,1,0,0,0,0,1,0,1,0,17.28870337519837
655,H_656.h5,P_656.h5,0,1,0,0,1,0,0,0,1,0,10.0422755517944
656,H_657.h5,P_657.h5,0,0,0,0,1,1,1,0,1,0,20.326197532104946
657,H_658.h5,P_658.h5,0,0,0,0,1,0,0,1,1,1,21.83341807344263
658,H_659.h5,P_659.h5,0,1,1,0,0,1,0,1,0,0,33.64415747312813
659,H_660.h5,P_660.h5,0,0,0,1,1,1,0,0,0,1,21.67183856028051
660,H_661.h5,P_661.h5,1,0,1,1,0,0,0,0,0,1,22.5906060293399
661,H_662.h5,P_662.h5,1,0,0,0,1,1,0,1,0,0,13.027469410135666
662,H_663.h5,P_663.h5,0,1,0,0,1,1,0,0,0,1,28.86452939197292
663,H_664.h5,P_664.h5,1,0,1,0,0,1,0,0,1,0,16.229185087195326
664,H_665.h5,P_665.h5,1,0,0,1,0,0,1,1,0,0,33.05543701313296
665,H_666.h5,P_666.h5,1,0,1,0,0,0,0,0,0,1,14.67387023598622
666,H_667.h5,P_667.h5,0,1,1,0,1,1,0,0,0,0,26.60027615383245
667,H_668.h5,P_668.h5,0,0,1,0,1,0,0,1,1,0,17.874237310437692
668,H_669.h5,P_669.h5,1,0,1,0,0,0,0,1,1,0,17.51594319960239
669,H_670.h5,P_670.h5,1,0,1,0,0,0,1,0,0,1,10.132865714538688
670,H_671.h5,P_671.h5,1,0,0,0,1,0,0,1,1,0,16.647484706004022
671,H_672.h5,P_672.h5,0,1,0,0,1,0,0,0,0,1,21.921338095072947
672,H_673.h5,P_673.h5,1,1,0,0,1,0,0,0,1,0,17.940922293815508
673,H_674.h5,P_674.h5,1,0,1,0,1,0,0,0,1,0,25.74632083864937
674,H_675.h5,P_675.h5,0,0,0,0,0,1,1,1,1,0,15.004355815877886
675,H_676.h5,P_676.h5,1,0,0,0,1,1,0,0,0,0,28.81981732673116
676,H_677.h5,P_677.h5,0,0,1,1,1,1,0,0,0,0,15.833351731704456
677,H_678.h5,P_678.h5,0,1,1,0,0,0,1,0,0,0,17.890835674741172
678,H_679.h5,P_679.h5,0,0,0,0,0,1,1,1,0,1,15.555606119669044
679,H_680.h5,P_680.h5,0,0,0,1,1,0,1,0,0,0,18.02003348732837
680,H_681.h5,P_681.h5,0,0,0,1,0,1,0,1,0,0,21.199158561931608
681,H_682.h5,P_682.h5,0,1,0,1,0,0,1,0,0,1,20.410793565652558
682,H_683.h5,P_683.h5,0,0,1,1,0,0,1,0,0,0,19.745591933704418
683,H_684.h5,P_684.h5,1,0,0,0,1,1,0,0,0,0,12.368130424033174
684,H_685.h5,P_685.h5,0,1,0,0,1,1,0,0,0,1,24.323672950075732
685,H_686.h5,P_686.h5,0,0,0,1,1,0,0,0,1,0,18.845942069583792
686,H_687.h5,P_687.h5,0,0,0,1,1,1,0,0,1,0,21.41851059837862
687,H_688.h5,P_688.h5,0,1,1,0,0,0,0,1,0,1,14.964201175615223
688,H_689.h5,P_689.h5,0,1,0,1,1,1,0,0,0,0,33.256197851028425
689,H_690.h5,P_690.h5,1,0,0,0,0,1,0,1,1,0,20.30836173156936
690,H_691.h5,P_691.h5,0,1,1,0,0,0,0,1,0,1,16.68186685284499
691,H_692.h5,P_692.h5,0,0,0,0,0,0,1,0,1,1,23.42164264708286
692,H_693.h5,P_693.h5,1,1,1,0,0,0,0,0,0,1,26.45819439654082
693,H_694.h5,P_694.h5,0,0,0,1,1,0,1,0,0,1,18.997808903135617
694,H_695.h5,P_695.h5,0,1,0,1,0,0,0,1,0,1,17.82181400851028
695,H_696.h5,P_696.h5,0,0,1,0,0,0,1,0,1,0,9.829496225429645
696,H_697.h5,P_697.h5,0,1,0,0,0,0,1,0,1,1,15.293946389877743
697,H_698.h5,P_698.h5,0,1,0,0,1,0,1,1,0,0,41.56193818488776
698,H_699.h5,P_699.h5,1,0,0,0,1,1,0,0,0,1,20.16027781906484
699,H_700.h5,P_700.h5,0,0,0,0,1,0,1,1,0,0,21.883046586482802
700,H_701.h5,P_701.h5,0,0,0,1,1,1,0,0,0,1,22.827158324016764
701,H_702.h5,P_702.h5,0,0,1,1,0,0,0,0,1,0,20.463206507626136
702,H_703.h5,P_703.h5,0,1,1,0,0,0,0,0,1,1,25.061794854314748
703,H_704.h5,P_704.h5,1,0,0,1,1,0,1,0,0,0,21.597861847249046
704,H_705.h5,P_705.h5,0,1,0,0,0,1,0,1,0,0,22.03546715826052
705,H_706.h5,P_706.h5,1,1,0,0,1,0,0,0,0,0,27.35699710041375
706,H_707.h5,P_707.h5,0,1,0,0,1,0,1,0,1,0,22.743053090023793
707,H_708.h5,P_708.h5,1,0,0,1,1,0,1,0,0,0,18.296543794544192
708,H_709.h5,P_709.h5,0,0,1,0,0,1,0,1,1,0,18.405943076530733
709,H_710.h5,P_710.h5,0,0,1,0,0,0,1,0,1,1,15.157234777358088
710,H_711.h5,P_711.h5,0,0,1,1,0,0,1,0,0,1,29.367278087492487
711,H_712.h5,P_712.h5,1,0,0,0,0,0,1,0,0,1,19.677694873394792
712,H_713.h5,P_713.h5,0,1,0,1,0,0,1,0,0,0,16.62238148066865
713,H_714.h5,P_714.h5,0,1,1,0,0,0,1,0,0,0,24.086283354482646
714,H_715.h5,P_715.h5,0,0,0,1,0,0,1,1,0,1,12.91898162508782
715,H_716.h5,P_716.h5,0,1,1,0,0,0,0,0,1,0,21.639430708168643
716,H_717.h5,P_717.h5,0,0,1,0,1,1,0,0,0,1,20.825432876186355
717,H_718.h5,P_718.h5,0,1,0,1,1,0,0,1,0,0,28.9900527452986
718,H_719.h5,P_719.h5,1,0,0,0,1,0,1,0,0,1,17.621495634988165
719,H_720.h5,P_720.h5,1,0,0,0,0,1,1,0,0,0,19.529090402315216
720,H_721.h5,P_721.h5,0,0,1,1,0,0,1,0,0,1,28.212437654520087
721,H_722.h5,P_722.h5,0,0,1,0,1,0,0,0,1,1,32.147260610509
722,H_723.h5,P_723.h5,0,0,1,0,0,0,1,1,1,0,19.516042358995264
723,H_724.h5,P_724.h5,0,0,0,1,0,0,0,1,1,0,12.522691455503235
724,H_725.h5,P_725.h5,1,0,1,0,0,0,0,1,0,0,19.126720343805335
725,H_726.h5,P_726.h5,0,0,0,0,1,1,0,1,1,0,25.26602490560585
726,H_727.h5,P_727.h5,1,0,0,1,0,1,1,0,0,0,19.924712315885678
727,H_728.h5,P_728.h5,0,0,0,0,1,1,0,1,0,0,7.473042981289667
728,H_729.h5,P_729.h5,1,1,0,0,0,0,0,1,0,0,23.89646871412111
729,H_730.h5,P_730.h5,0,0,1,0,0,1,0,0,1,1,23.92069111823773
730,H_731.h5,P_731.h5,0,0,0,1,1,1,0,1,0,0,23.245163882037303
731,H_732.h5,P_732.h5,0,0,0,1,0,1,0,1,0,1,19.07011389856613
732,H_733.h5,P_733.h5,1,0,0,0,0,1,1,1,0,0,16.011301056913194
733,H_734.h5,P_734.h5,0,0,0,1,0,0,1,1,0,0,28.600773867989574
734,H_735.h5,P_735.h5,0,1,0,1,0,0,0,0,1,1,33.26886798609804
735,H_736.h5,P_736.h5,1,0,0,0,1,0,1,0,0,1,23.740469957508967
736,H_737.h5,P_737.h5,1,0,1,0,0,0,0,0,1,0,34.76931852316377
737,H_738.h5,P_738.h5,0,0,1,1,0,0,1,0,1,0,29.169911246151973
738,H_739.h5,P_739.h5,1,0,1,0,0,0,0,0,1,1,26.04292405790099
739,H_740.h5,P_740.h5,0,1,0,0,1,0,1,0,0,0,18.90347316489151
740,H_741.h5,P_741.h5,1,0,0,0,0,0,1,0,1,0,10.37190273691126
741,H_742.h5,P_742.h5,0,0,0,0,1,0,0,1,1,1,23.62154755421424
742,H_743.h5,P_743.h5,0,0,1,0,1,1,0,0,0,1,10.753162275117965
743,H_744.h5,P_744.h5,0,0,1,0,1,0,1,0,0,0,16.378484975584165
744,H_745.h5,P_745.h5,0,1,0,0,0,1,1,0,1,0,30.74882473990015
745,H_746.h5,P_746.h5,0,1,0,0,0,1,1,0,0,0,30.83425980907401
746,H_747.h5,P_747.h5,1,1,0,0,0,0,1,0,0,1,23.46783342642526
747,H_748.h5,P_748.h5,0,0,1,1,1,0,0,1,0,0,27.433687669471958
748,H_749.h5,P_749.h5,0,0,1,0,1,0,1,0,0,1,22.344732602394714
749,H_750.h5,P_750.h5,1,0,1,0,0,0,0,0,1,1,14.93733938039827
750,H_751.h5,P_751.h5,1,0,1,0,1,0,1,0,0,0,29.375286798176752
751,H_752.h5,P_752.h5,0,0,1,1,0,1,1,0,0,0,18.779764092479553
752,H_753.h5,P_753.h5,0,0,0,1,0,1,0,1,0,0,16.65282838093068
753,H_754.h5,P_754.h5,0,0,1,0,1,0,0,1,0,1,16.10954190037827
754,H_755.h5,P_755.h5,0,0,1,0,0,1,0,1,0,0,21.084114646387526
755,H_756.h5,P_756.h5,0,1,0,1,0,0,1,0,1,0,24.06085600810512
756,H_757.h5,P_757.h5,0,0,1,1,1,0,0,0,0,0,22.102585983778738
757,H_758.h5,P_758.h5,0,0,0,1,0,1,1,0,1,0,18.106117139065216
758,H_759.h5,P_759.h5,0,0,1,1,0,0,0,1,0,1,17.050132672615437
759,H_760.h5,P_760.h5,0,1,0,1,0,1,1,0,0,0,16.43352829869672
760,H_761.h5,P_761.h5,0,0,0,1,1,0,1,0,1,0,27.182092679203805
761,H_762.h5,P_762.h5,0,1,1,1,0,0,0,0,0,0,32.3854399336651
762,H_763.h5,P_763.h5,1,0,0,1,0,1,0,0,0,0,24.15731613954175
763,H_764.h5,P_764.h5,1,1,0,0,1,0,0,1,0,0,27.518315500700766
764,H_765.h5,P_765.h5,0,0,0,0,1,1,0,1,0,1,30.69859444107647
765,H_766.h5,P_766.h5,1,0,1,0,0,1,0,0,0,0,23.19441794785216
766,H_767.h5,P_767.h5,0,1,0,0,0,0,1,1,0,0,23.653191820643816
767,H_768.h5,P_768.h5,0,1,0,0,1,0,0,0,1,0,23.298481111053924
768,H_769.h5,P_769.h5,1,1,0,0,0,0,0,1,0,0,18.676257632029447
769,H_770.h5,P_770.h5,1,0,1,0,1,0,0,0,0,1,20.9325321077656
770,H_771.h5,P_771.h5,0,0,0,1,1,0,1,0,0,0,26.1800892774474
771,H_772.h5,P_772.h5,1,1,0,0,0,1,1,0,0,0,29.68206111754781
772,H_773.h5,P_773.h5,1,0,1,0,0,0,0,0,1,1,34.229589220707076
773,H_774.h5,P_774.h5,1,0,0,0,1,0,1,1,0,0,26.64637559410606
774,H_775.h5,P_775.h5,1,0,0,0,1,0,1,0,1,0,15.990961185456973
775,H_776.h5,P_776.h5,1,0,0,1,0,0,0,0,1,0,23.849087822049974
776,H_777.h5,P_777.h5,0,1,1,0,0,0,0,0,0,1,19.826530724514466
777,H_778.h5,P_778.h5,1,0,0,0,0,1,0,0,1,1,20.412384435025757
778,H_779.h5,P_779.h5,1,0,1,0,0,0,1,0,0,1,23.394809184188873
779,H_780.h5,P_780.h5,0,0,1,0,1,1,0,0,1,0,26.611092100161198
780,H_781.h5,P_781.h5,1,1,0,0,0,0,1,0,0,1,22.126105787938087
781,H_782.h5,P_782.h5,0,1,0,0,0,0,0,1,0,1,19.42660052587466
782,H_783.h5,P_783.h5,0,0,1,0,1,0,1,0,0,0,26.16859172190419
783,H_784.h5,P_784.h5,0,0,1,0,0,1,1,0,1,0,11.122985042288223
784,H_785.h5,P_785.h5,1,0,1,0,0,0,1,0,0,1,15.72965433058885
785,H_786.h5,P_786.h5,1,0,1,0,0,0,0,0,1,1,17.274973474961428
786,H_787.h5,P_787.h5,0,1,0,0,0,0,1,1,0,1,18.83931501820622
787,H_788.h5,P_788.h5,1,0,0,1,0,0,1,0,0,1,25.81640862543978
788,H_789.h5,P_789.h5,0,0,0,0,1,0,0,1,0,1,12.734625023889775
789,H_790.h5,P_790.h5,1,0,1,0,1,0,0,0,0,1,29.892864090635925
790,H_791.h5,P_791.h5,0,0,0,1,1,1,0,1,0,0,24.640410751998083
791,H_792.h5,P_792.h5,0,0,1,1,0,0,1,0,0,1,17.025608966990923
792,H_793.h5,P_793.h5,0,0,1,1,0,1,0,1,0,0,7.934943623682449
793,H_794.h5,P_794.h5,0,1,0,1,0,1,0,0,0,1,24.97969911452919
794,H_795.h5,P_795.h5,0,0,1,1,0,0,0,0,1,0,11.19787744009341
795,H_796.h5,P_796.h5,1,1,1,0,0,0,0,1,0,0,25.37163884802175
796,H_797.h5,P_797.h5,0,0,0,1,0,1,0,1,0,1,18.58479446632635
797,H_798.h5,P_798.h5,0,0,0,0,1,1,1,1,0,0,34.80519818520227
798,H_799.h5,P_799.h5,0,1,1,0,0,0,0,0,1,0,21.348388596570413
799,H_800.h5,P_800.h5,0,0,1,1,1,1,0,0,0,0,23.06236882898223
800,H_801.h5,P_801.h5,1,0,0,0,0,0,0,1,1,1,18.821173131166155
801,H_802.h5,P_802.h5,0,0,1,1,0,0,1,0,0,1,23.70982867541077
802,H_803.h5,P_803.h5,1,0,0,0,0,1,1,0,0,1,19.452729860042993
803,H_804.h5,P_804.h5,0,0,1,0,1,0,1,0,0,1,22.9371050983849
804,H_805.h5,P_805.h5,0,1,1,0,0,0,0,1,1,0,24.265710924516636
805,H_806.h5,P_806.h5,1,0,0,1,0,1,0,1,0,0,14.282712832429873
806,H_807.h5,P_807.h5,1,0,0,0,1,1,0,1,0,0,26.377809495858887
807,H_808.h5,P_808.h5,0,1,1,1,0,0,0,0,0,0,21.776396744187544
808,H_809.h5,P_809.h5,0,1,1,0,0,0,0,0,1,1,12.30288449073105
809,H_810.h5,P_810.h5,1,0,1,0,0,0,1,0,0,0,13.603392865901004
810,H_811.h5,P_811.h5,0,1,0,1,0,1,0,0,0,0,19.869788825488417
811,H_812.h5,P_812.h5,0,0,0,1,0,0,1,0,1,0,20.185350277620035
812,H_813.h5,P_813.h5,0,0,0,1,1,0,1,0,0,0,19.44095237489565
813,H_814.h5,P_814.h5,0,1,1,0,0,0,0,1,0,0,12.482910389277894
814,H_815.h5,P_815.h5,0,1,0,0,1,0,0,0,0,1,12.720879728230924
815,H_816.h5,P_816.h5,1,0,0,0,1,0,0,1,0,1,13.397104652528181
816,H_817.h5,P_817.h5,1,1,0,0,0,1,0,0,0,0,26.397837224693202
817,H_818.h5,P_818.h5,1,0,0,1,0,1,0,0,1,0,16.64381067867164
818,H_819.h5,P_819.h5,0,1,1,0,0,0,1,0,1,0,20.59494560509037
819,H_820.h5,P_820.h5,1,1,0,0,0,0,0,1,0,0,21.245325037043138
820,H_821.h5,P_821.h5,0,1,0,0,0,1,0,0,1,1,30.508764770810515
821,H_822.h5,P_822.h5,0,0,0,1,1,0,0,0,1,1,22.000724195029846
822,H_823.h5,P_823.h5,0,0,0,1,0,0,0,1,0,1,20.956056303172304
823,H_824.h5,P_824.h5,0,1,1,0,1,1,0,0,0,0,20.114638286555355
824,H_825.h5,P_825.h5,0,1,0,1,0,1,0,0,0,1,16.93807727205559
825,H_826.h5,P_826.h5,0,0,0,1,1,1,0,0,0,1,24.975742529067023
826,H_827.h5,P_827.h5,0,1,0,0,0,0,0,0,0,1,22.629228372599158
827,H_828.h5,P_828.h5,0,1,0,0,0,1,1,0,0,1,14.777566459198797
828,H_829.h5,P_829.h5,1,0,0,1,1,0,0,0,0,0,21.536415897302486
829,H_830.h5,P_830.h5,1,0,0,1,0,1,0,0,1,0,24.21300947779563
830,H_831.h5,P_831.h5,0,0,0,0,1,0,1,1,0,1,31.79860635987461
831,H_832.h5,P_832.h5,1,0,0,0,0,0,1,1,0,0,26.610262926245774
832,H_833.h5,P_833.h5,1,0,1,0,0,0,1,0,1,0,20.7109184766195
833,H_834.h5,P_834.h5,0,1,1,1,0,0,0,0,0,0,20.63494744754363
834,H_835.h5,P_835.h5,1,0,0,0,1,1,1,0,0,0,31.31936402958504
835,H_836.h5,P_836.h5,0,1,0,1,0,1,1,0,0,0,17.445473681479395
836,H_837.h5,P_837.h5,0,0,0,1,0,0,1,0,1,1,27.984291970640257
837,H_838.h5,P_838.h5,0,1,1,0,0,0,0,0,1,1,16.328346160640248
838,H_839.h5,P_839.h5,1,0,0,1,1,1,0,0,0,0,23.22778028382592
839,H_840.h5,P_840.h5,0,0,1,1,0,1,1,0,0,0,31.023316748697077
840,H_841.h5,P_841.h5,1,0,0,0,1,0,1,0,0,1,21.4020727774495
841,H_842.h5,P_842.h5,0,1,0,0,1,0,0,0,1,1,23.63605630490492
842,H_843.h5,P_843.h5,1,0,1,0,0,0,1,0,0,0,21.061795510549025
843,H_844.h5,P_844.h5,1,0,1,0,0,0,1,1,0,0,21.899673387776197
844,H_845.h5,P_845.h5,1,0,0,0,0,0,0,1,1,1,30.965693959312684
845,H_846.h5,P_846.h5,0,1,0,0,1,0,1,0,0,1,20.267069067876797
846,H_847.h5,P_847.h5,0,0,0,0,1,0,0,1,0,1,24.27931277581652
847,H_848.h5,P_848.h5,0,0,0,1,1,1,0,0,0,0,20.579534869325997
848,H_849.h5,P_849.h5,1,0,0,0,1,1,0,0,0,0,17.089435941447363
849,H_850.h5,P_850.h5,0,0,1,0,1,0,1,1,0,0,16.04009489429819
850,H_851.h5,P_851.h5,0,0,1,0,1,1,0,0,1,0,22.312318314186662
851,H_852.h5,P_852.h5,1,0,0,0,0,0,1,0,0,1,20.87314170740661
852,H_853.h5,P_853.h5,1,1,0,0,0,1,0,0,0,0,33.10308281373445
853,H_854.h5,P_854.h5,0,0,0,0,1,0,1,1,0,0,22.892350438250364
854,H_855.h5,P_855.h5,0,1,1,0,0,0,0,1,0,1,24.868611390166862
855,H_856.h5,P_856.h5,1,1,1,0,0,0,0,0,0,0,32.21253098694972
856,H_857.h5,P_857.h5,0,1,1,0,0,0,0,0,1,0,21.198131017635482
857,H_858.h5,P_858.h5,0,1,0,0,1,0,0,0,1,0,14.892921379792387
858,H_859.h5,P_859.h5,0,0,1,0,0,1,0,1,0,1,27.717711411564274
859,H_860.h5,P_860.h5,0,0,0,0,0,1,1,1,0,0,21.340497608307164
860,H_861.h5,P_861.h5,1,0,0,0,1,0,1,0,1,0,23.464408697459145
861,H_862.h5,P_862.h5,0,0,1,1,0,0,0,1,0,0,17.700174463283695
862,H_863.h5,P_863.h5,0,0,1,1,0,0,0,1,0,0,21.245164998933078
863,H_864.h5,P_864.h5,1,0,0,0,0,1,1,0,0,1,25.500954602376375
864,H_865.h5,P_865.h5,0,1,0,0,0,1,1,0,1,0,16.446464919620926
865,H_866.h5,P_866.h5,0,0,0,0,0,1,1,1,1,0,19.159228748938798
866,H_867.h5,P_867.h5,1,0,1,1,0,0,0,1,0,1,20.469100176419154
867,H_868.h5,P_868.h5,0,1,1,0,0,0,1,0,1,0,11.078143077397169
868,H_869.h5,P_869.h5,1,0,1,0,0,0,1,0,0,0,24.861845892689782
869,H_870.h5,P_870.h5,0,0,1,0,1,0,0,1,0,0,16.64204405687575
870,H_871.h5,P_871.h5,1,0,0,0,1,0,0,0,0,1,18.13346203598749
871,H_872.h5,P_872.h5,0,0,0,1,0,1,0,1,1,0,28.07850948530773
872,H_873.h5,P_873.h5,0,0,0,1,0,1,1,0,0,0,18.37155063210283
873,H_874.h5,P_874.h5,0,0,0,1,0,0,0,0,1,1,19.228325808853896
874,H_875.h5,P_875.h5,1,0,1,0,0,0,0,0,0,1,23.81923498899765
875,H_876.h5,P_876.h5,0,0,1,1,0,0,0,1,1,0,24.378456348247727
876,H_877.h5,P_877.h5,1,0,0,0,0,1,0,0,1,0,21.418126199745103
877,H_878.h5,P_878.h5,0,1,1,0,0,0,0,0,1,1,12.553882532359673
878,H_879.h5,P_879.h5,1,0,0,1,1,0,0,0,1,0,24.956195785105574
879,H_880.h5,P_880.h5,0,0,1,1,0,0,0,1,0,1,14.716324951117453
880,H_881.h5,P_881.h5,0,1,0,0,0,0,0,0,1,1,18.526911785578424
881,H_882.h5,P_882.h5,1,0,0,0,0,1,0,0,1,1,12.613889161768777
882,H_883.h5,P_883.h5,0,0,0,1,1,1,0,0,0,1,20.152845792733434
883,H_884.h5,P_884.h5,0,1,0,0,1,0,0,0,1,1,26.801834616491302
884,H_885.h5,P_885.h5,0,0,1,0,1,0,1,0,0,0,15.080727172312397
885,H_886.h5,P_886.h5,0,0,1,0,0,0,0,1,1,0,14.639546684891661
886,H_887.h5,P_887.h5,0,1,0,1,0,0,0,0,0,1,21.34203621375227
887,H_888.h5,P_888.h5,1,1,0,1,0,0,0,1,0,0,20.486045496578257
888,H_889.h5,P_889.h5,1,0,0,1,0,1,0,0,1,0,25.83098019569661
889,H_890.h5,P_890.h5,0,0,0,1,1,0,0,0,0,1,18.19387174062529
890,H_891.h5,P_891.h5,0,0,1,1,0,0,0,0,1,1,7.3645246640768205
891,H_892.h5,P_892.h5,1,0,1,0,0,1,0,0,1,0,22.312866135583057
892,H_893.h5,P_893.h5,1,0,0,1,0,0,0,0,1,0,16.188209005071474
893,H_894.h5,P_894.h5,0,1,1,0,0,1,0,0,0,1,19.497369001936477
894,H_895.h5,P_895.h5,0,0,1,1,0,0,1,0,0,1,28.927471878889236
895,H_896.h5,P_896.h5,1,0,0,1,0,1,0,0,0,0,22.995583905955407
896,H_897.h5,P_897.h5,0,0,1,0,0,0,1,0,0,1,21.477791409964684
897,H_898.h5,P_898.h5,0,0,1,0,0,0,0,0,1,1,24.329687646862013
898,H_899.h5,P_899.h5,0,0,1,0,0,0,0,1,1,1,26.72823773122833
899,H_900.h5,P_900.h5,1,1,0,0,1,0,0,0,0,1,29.94095703310321
900,H_901.h5,P_901.h5,0,0,0,0,1,1,0,0,1,1,19.696498037113553
901,H_902.h5,P_902.h5,0,0,1,0,0,1,1,0,1,0,29.630847959128594
902,H_903.h5,P_903.h5,1,0,0,1,0,0,0,0,1,1,24.369545773275796
903,H_904.h5,P_904.h5,0,1,0,1,0,1,0,0,0,1,29.06374031184677
904,H_905.h5,P_905.h5,0,0,0,0,1,0,0,1,1,1,25.38263948307494
905,H_906.h5,P_906.h5,1,0,1,0,1,0,0,0,0,0,19.126467448620723
906,H_907.h5,P_907.h5,0,0,0,0,0,1,1,0,1,1,21.844922155640564
907,H_908.h5,P_908.h5,0,0,1,1,0,0,1,0,0,0,22.942288352732024
908,H_909.h5,P_909.h5,1,1,0,0,1,0,0,0,0,0,26.118913058440626
909,H_910.h5,P_910.h5,0,0,1,1,0,1,0,0,1,0,16.951235706979546
910,H_911.h5,P_911.h5,1,0,0,0,0,0,0,0,1,1,28.935449620628752
911,H_912.h5,P_912.h5,0,0,0,0,1,0,1,1,1,0,28.754360563347475
912,H_913.h5,P_913.h5,0,0,0,1,0,0,1,1,0,0,25.68034391708879
913,H_914.h5,P_914.h5,0,0,1,0,1,0,1,0,0,0,28.950510000477628
914,H_915.h5,P_915.h5,1,1,0,0,1,0,1,0,0,0,16.060787824864363
915,H_916.h5,P_916.h5,0,1,0,0,1,0,0,0,1,1,14.375168712508998
916,H_917.h5,P_917.h5,0,1,0,0,0,1,1,1,0,0,22.366643331223543
917,H_918.h5,P_918.h5,1,0,1,0,0,0,0,0,1,1,21.523518009084547
918,H_919.h5,P_919.h5,0,0,1,0,1,0,1,0,0,1,20.48489896364309
919,H_920.h5,P_920.h5,0,1,1,0,1,0,0,1,0,0,17.254984412776697
920,H_921.h5,P_921.h5,0,0,1,0,0,0,1,0,0,1,33.25103107453566
921,H_922.h5,P_922.h5,0,1,1,0,0,0,0,1,0,0,29.642753552308253
922,H_923.h5,P_923.h5,0,0,1,0,1,0,1,0,1,0,14.171317124906293
923,H_924.h5,P_924.h5,0,0,1,1,0,0,0,1,0,0,29.87228038856394
924,H_925.h5,P_925.h5,1,0,0,1,0,0,0,0,1,1,18.96854420023707
925,H_926.h5,P_926.h5,0,0,0,1,0,1,1,0,0,0,19.01763314412851
926,H_927.h5,P_927.h5,0,0,1,0,1,0,0,0,1,0,21.246922759364775
927,H_928.h5,P_928.h5,0,0,1,0,0,0,1,1,0,0,25.041444411339647
928,H_929.h5,P_929.h5,0,1,0,1,1,0,0,1,0,0,22.291622197401313
929,H_930.h5,P_930.h5,0,0,0,0,0,0,1,1,1,0,22.49421589102713
930,H_931.h5,P_931.h5,1,1,0,0,0,0,0,0,0,1,21.366507857780295
931,H_932.h5,P_932.h5,0,0,0,1,0,1,0,1,1,0,24.555572803403994
932,H_933.h5,P_933.h5,0,1,1,1,0,0,0,1,0,0,30.631304930868083
933,H_934.h5,P_934.h5,1,1,0,0,0,0,1,0,0,1,16.889205034373767
934,H_935.h5,P_935.h5,0,0,1,0,1,0,1,0,1,0,37.238978076762606
935,H_936.h5,P_936.h5,0,0,1,0,1,0,0,1,1,0,18.72849718319315
936,H_937.h5,P_937.h5,0,1,0,1,0,0,0,0,0,1,25.874666832817844
937,H_938.h5,P_938.h5,0,0,1,0,0,1,1,0,0,1,26.606461294759967
938,H_939.h5,P_939.h5,0,0,1,0,0,1,1,0,1,0,30.974247036936102
939,H_940.h5,P_940.h5,0,0,0,0,1,0,1,1,0,1,17.305009406863263
940,H_941.h5,P_941.h5,0,1,1,0,0,0,1,0,1,0,15.922152550454832
941,H_942.h5,P_942.h5,0,0,1,1,0,0,1,0,1,0,13.864097266640343
942,H_943.h5,P_943.h5,1,1,0,0,0,0,0,0,0,1,29.81303160017772
943,H_944.h5,P_944.h5,1,0,0,0,1,0,0,0,0,1,23.061657233552015
944,H_945.h5,P_945.h5,0,1,1,0,0,0,0,0,1,1,20.912530828885888
945,H_946.h5,P_946.h5,0,0,0,1,1,1,0,0,1,0,23.365853020814445
946,H_947.h5,P_947.h5,0,1,0,0,0,0,1,0,1,1,28.946984037157463
947,H_948.h5,P_948.h5,0,0,0,1,1,0,1,0,0,1,17.34763505073298
948,H_949.h5,P_949.h5,0,0,1,1,0,0,1,0,0,1,23.69871051846737
949,H_950.h5,P_950.h5,1,0,0,0,1,0,1,0,0,1,21.96542429299937
